CNG0-COM16-3554	3.713134
CNG0-COM16-1384	4.207274
CNG0-COM2-3137	5.587426
CNG0-COM12-3215	0.221846
CNG0-COM15-2120	6.014505
CNG0-COM15-3105	6.757398
CNG0-COM8-4857	1.212767
CNG0-COM8-3828	5.747976
CNG0-COM2-1811	2.333573
CNG0-COM2-2166	8.9127
CNG0-COM11-909	1.744837
CNG0-COM18-3063	4.590871
CNG0-COM0-4625	6.392236
CNG0-COM19-2043	1.77213
CNG0-COM5-1282	7.221087
CNG0-COM16-3665	5.972722
CNG0-COM16-1682	8.159805
CNG0-COM12-2275	1.316757
CNG0-COM12-2283	8.724665
CNG0-COM12-2404	6.862805
CNG0-COM2-1533	0.37687
CNG0-COM2-0	0.461212
CNG0-COM2-2008	8.732852
CNG0-COM2-142	6.494061
CNG0-COM2-4982	7.964771
CNG0-COM2-3329	6.225311
CNG0-COM5-1388	2.1308
CNG0-COM19-1143	0.201009
CNG0-COM11-277	0.281003
CNG0-COM17-1104	1.05888
CNG0-COM16-2652	3.725996
CNG0-COM16-1066	7.684154
CNG0-COM16-3041	6.602974
CNG0-COM16-177	0.61043
CNG0-COM0-2675	3.984276
CNG0-COM0-1914	7.017401
CNG0-COM10-4840	2.947073
CNG0-COM1-544	1.515433
CNG0-COM1-1697	7.500498
CNG0-COM1-3015	2.868758
CNG0-COM1-2828	2.592854
CNG0-COM1-77	8.032393
CNG0-COM5-2911	7.668646
CNG0-COM17-1930	0.527346
CNG0-COM15-3141	6.857016
CNG0-COM12-498	3.496785
CNG0-COM19-4624	5.021924
CNG0-COM19-2404	6.693942
CNG0-COM19-1603	9.862228
CNG0-COM19-4155	6.740456
CNG0-COM9-2299	2.14725
CNG0-COM9-2748	5.784194
CNG0-COM18-1712	1.865728
CNG0-COM18-155	5.222657
CNG0-COM18-1202	9.493929
CNG0-COM18-1358	9.32843
CNG0-COM18-3584	9.920493
CNG0-COM18-2843	5.166809
CNG0-COM18-4719	6.551261
CNG0-COM18-694	1.798567
CNG0-COM18-1914	5.990541
CNG0-COM18-4139	5.023983
CNG0-COM18-535	6.327906
CNG0-COM18-600	9.143713
CNG0-COM18-4315	4.907626
CNG0-COM10-521	0.02825
CNG0-COM4-2983	1.695698
CNG0-COM15-2617	0.426096
CNG0-COM13-1953	0.460106
CNG0-COM4-4893	4.393911
CNG0-COM0-4039	0.180298
CNG0-COM0-68	7.6859
CNG0-COM0-2915	2.68384
CNG0-COM17-4363	3.896279
CNG0-COM13-4528	1.213255
CNG0-COM9-2747	4.355697
CNG0-COM14-3592	3.366751
CNG0-COM5-2260	0.995584
CNG0-COM16-3460	2.256274
CNG0-COM14-3786	0.719226
CNG0-COM9-3202	1.249318
CNG0-COM0-4158	2.614894
CNG0-COM8-4644	0.902226
CNG0-COM10-810	2.578103
CNG0-COM15-1753	4.72432
CNG0-COM15-184	9.127216
CNG0-COM15-3381	8.413025
CNG0-COM15-194	8.833181
CNG0-COM15-2158	6.958213
CNG0-COM10-2021	1.709888
CNG0-COM1-3181	0.065651
CNG0-COM1-1345	5.752291
CNG0-COM17-293	1.82237
CNG0-COM8-4642	3.202139
CNG0-COM8-1893	9.174922
CNG0-COM13-1157	0.517175
CNG0-COM13-4394	0.335577
CNG0-COM14-4528	7.306874
CNG0-COM8-1498	0.643243
CNG0-COM15-260	1.591128
CNG0-COM16-497	0.396575
CNG0-COM14-1226	0.635173
CNG0-COM12-4308	1.872286
CNG0-COM1-4743	2.014612
CNG0-COM0-1779	3.848458
CNG0-COM8-533	1.131012
CNG0-COM17-173	0.801957
CNG0-COM6-3580	1.993177
CNG0-COM18-1827	0.191426
CNG0-COM10-2394	0.419399
CNG0-COM10-2024	4.094112
CNG0-COM10-1863	0.131943
CNG0-COM10-4210	6.752028
CNG0-COM9-3757	0.944815
CNG0-COM1-4683	0.502085
CNG0-COM13-1299	2.546891
CNG0-COM16-4700	4.144508
CNG0-COM19-1251	0.548409
CNG0-COM19-98	0.580242
CNG0-COM19-154	8.504594
CNG0-COM8-1774	2.009151
CNG0-COM6-2826	2.952303
CNG0-COM4-3458	4.544531
CNG0-COM9-4725	1.047835
CNG0-COM17-1575	0.065287
CNG0-COM7-2148	0.456216
CNG0-COM9-110	2.923943
CNG0-COM6-3813	0.886861
CNG0-COM14-2556	4.66642
CNG0-COM12-1901	1.23267
CNG0-COM5-460	0.797043
CNG0-COM12-282	3.743748
CNG0-COM4-2696	4.616079
CNG0-COM3-4037	0.746291
CNG0-COM6-1419	0.175344
CNG0-COM13-424	4.113693
CNG0-COM14-3357	0.872491
CNG0-COM14-422	7.520236
CNG0-COM14-475	9.070333
CNG0-COM5-1944	2.056416
CNG0-COM3-1156	0.850378
CNG0-COM7-2926	4.046444
CNG0-COM7-293	9.200145
CNG0-COM8-408	3.079735
CNG0-COM11-903	2.529907
CNG0-COM6-1443	0.591798
CNG0-COM6-4524	5.976218
CNG0-COM13-1666	4.044289
CNG0-COM17-3806	2.543885
CNG0-COM7-4704	0.721968
CNG0-COM2-2202	0.197859
CNG0-COM2-2327	3.533302
CNG0-COM5-2414	5.829085
CNG0-COM1-893	0.570643
CNG0-COM1-2743	3.244167
CNG0-COM1-232	5.715028
CNG0-COM1-556	8.235373
CNG0-COM1-4544	5.338984
CNG0-COM1-4807	5.825136
CNG0-COM3-2676	2.038456
CNG0-COM3-864	5.532726
CNG0-COM3-2631	3.920144
CNG0-COM3-175	5.224075
CNG0-COM3-3713	5.730879
CNG0-COM3-1045	8.813467
CNG0-COM3-4170	7.652067
CNG0-COM3-589	6.555522
CNG0-COM3-2605	7.096546
CNG0-COM3-406	7.000007
CNG0-COM3-2955	9.240971
CNG0-COM3-2404	8.738238
CNG0-COM3-4315	8.596357
CNG0-COM19-1698	1.612498
CNG0-COM10-4439	0.692161
CNG0-COM10-4694	8.213628
CNG0-COM15-4814	3.952208
CNG0-COM15-1907	9.480949
CNG0-COM1-624	0.812501
CNG0-COM13-4094	3.641149
CNG0-COM15-2930	0.835943
CNG0-COM7-2945	1.914952
CNG0-COM11-1097	4.682272
CNG0-COM18-3530	6.182835
CNG0-COM18-1969	6.803907
CNG0-COM18-4099	1.912809
CNG0-COM18-174	1.179502
CNG0-COM8-2773	0.005036
CNG0-COM6-1367	1.257887
CNG0-COM14-2165	0.439545
CNG0-COM4-549	0.020304
CNG0-COM12-670	0.430145
CNG0-COM8-3447	0.345119
CNG0-COM3-1394	2.830416
CNG0-COM3-3809	5.897626
CNG0-COM3-2471	1.902778
CNG0-COM7-1297	0.177452
CNG0-COM15-1354	3.912888
CNG0-COM15-774	2.001251
CNG0-COM15-2681	5.437984
CNG0-COM15-4602	6.478485
CNG0-COM16-2963	1.61288
CNG0-COM16-1320	9.619338
CNG0-COM4-1168	0.233807
CNG0-COM10-1655	0.202475
CNG0-COM10-2079	8.772341
CNG0-COM2-3695	2.67611
CNG0-COM9-3654	4.031197
CNG0-COM9-2621	2.906612
CNG0-COM9-2461	2.193804
CNG0-COM2-177	3.991376
CNG0-COM2-242	6.681768
CNG0-COM2-4724	5.920687
CNG0-COM2-347	5.05286
CNG0-COM2-1129	5.355683
CNG0-COM2-428	5.804645
CNG0-COM16-4115	1.402704
CNG0-COM3-3225	1.473897
CNG0-COM1-4943	0.737991
CNG0-COM8-4105	0.955396
CNG0-COM8-1306	2.499405
CNG0-COM8-1609	8.297742
CNG0-COM8-635	6.963606
CNG0-COM8-4885	2.117042
CNG0-COM19-396	2.019557
CNG0-COM19-1449	4.227134
CNG0-COM19-3011	3.906541
CNG0-COM16-306	2.323176
CNG0-COM13-282	2.186957
CNG0-COM16-3467	4.706889
CNG0-COM10-651	4.843165
CNG0-COM13-1235	1.55692
CNG0-COM7-4133	4.394968
CNG0-COM3-3417	8.507643
CNG0-COM15-4349	1.354028
CNG0-COM15-322	6.840657
CNG0-COM10-2080	2.220303
CNG0-COM2-4599	2.151593
CNG0-COM1-4549	0.395162
CNG0-COM1-4580	9.714985
CNG0-COM1-516	2.009222
CNG0-COM1-3523	2.364829
CNG0-COM1-3152	2.562524
CNG0-COM9-4748	0.335297
CNG0-COM19-4119	1.62547
CNG0-COM5-4136	0.287556
CNG0-COM5-3081	3.832823
CNG0-COM16-2435	4.376333
CNG0-COM16-785	6.474155
CNG0-COM16-3565	8.158593
